episode_id,scene,seed,method,budget,snapshot_count,eligible_instances,recalled_instances,tcobr,continuous_boundary_utility,critical_boundary_hq_coverage,critical_region_psnr_db,full_psnr_db,full_ssim,mean_charged_bytes,mean_utilization,mean_roi_area_ratio
m7_v1_development_m7c3_seed710300,M7C3,710300,state_only_risk_roi,low,4,1,1,1.0,1.0,0.0,34.0920344676487,27.101206296899093,0.8005594271533121,31870.0,0.9844319515660716,0.026041666666666664
m7_v1_development_m7c3_seed710300,M7C3,710300,state_only_risk_roi,medium,4,1,1,1.0,1.0,0.0,36.1240952076379,34.22922152771623,0.9146369448400373,33088.0,0.9874362111671492,0.026041666666666664
m7_v1_development_m7c3_seed710300,M7C3,710300,state_only_risk_roi,severe,4,1,1,1.0,0.9393939393939394,0.0,26.302641052640436,24.91205234359301,0.7312386486697824,31431.25,0.9988956333820632,0.026041666666666664
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_corridor_edges,high,4,1,1,1.0,1.0,0.7878787878787878,39.21376736649528,36.313821374839634,0.9371622082709564,34055.0,0.9765994666054887,0.3541666666666667
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_corridor_edges,low,4,1,1,1.0,1.0,0.0,34.0920344676487,27.646912145882464,0.8043642101561312,31878.75,0.9847022301847161,0.20833333333333331
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_corridor_edges,medium,4,1,1,1.0,1.0,0.15151515151515152,36.25692572445635,34.441909495206396,0.9158209401545757,33097.5,0.9877197170909308,0.18229166666666666
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_corridor_edges,severe,4,1,1,1.0,0.9393939393939394,0.0,26.538765306470573,24.698655977429773,0.7211422610690246,31421.75,0.9985937202059365,0.375
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_global_only,high,4,1,1,1.0,1.0,0.7878787878787878,39.22819482802912,36.3283622500667,0.9370849117797106,34054.75,0.9765922973244243,0.36458333333333337
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_global_only,low,4,1,1,1.0,1.0,0.0,34.14274058402745,27.666362441467403,0.8049260422462726,31878.75,0.9847022301847161,0.22395833333333331
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_global_only,medium,4,1,1,1.0,1.0,0.15151515151515152,36.25692572445635,34.45640312495464,0.9159948100410239,33097.75,0.9877271777731356,0.18229166666666666
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_global_only,severe,4,1,1,1.0,0.9393939393939394,0.0,26.538765306470573,24.72182406162552,0.722876052504013,31421.75,0.9985937202059365,0.375
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_visible_edges,high,4,1,1,1.0,1.0,0.6363636363636364,39.145327889773974,36.235972361461194,0.9360022873455583,34055.0,0.9765994666054888,0.34895833333333337
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_visible_edges,low,4,1,1,1.0,1.0,0.36363636363636365,34.44874898400731,27.56150460144964,0.8024909220926053,31879.0,0.984709952430963,0.18229166666666669
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_visible_edges,medium,4,1,1,1.0,1.0,0.6363636363636364,36.27293095591353,34.36027119005894,0.9153714153126802,33097.75,0.9877271777731356,0.1875
m7_v1_development_m7c3_seed710300,M7C3,710300,v2_visible_edges,severe,4,1,1,1.0,0.9393939393939394,0.0,26.538765306470573,24.583234881610487,0.7220708080697997,31422.0,0.9986016652895188,0.3385416666666667
m7_v1_development_m7c3_seed710301,M7C3,710301,command_conditioned_risk_roi,high,4,1,1,1.0,1.0,0.0,44.99470264916661,35.903679531233365,0.9354660179153966,34053.5,0.9765564509191018,0.031249999999999997
m7_v1_development_m7c3_seed710301,M7C3,710301,command_conditioned_risk_roi,low,4,1,1,1.0,1.0,0.0,39.67134617579841,27.13423559596389,0.802379550331322,31867.25,0.9843470068573547,0.031249999999999997
m7_v1_development_m7c3_seed710301,M7C3,710301,command_conditioned_risk_roi,medium,4,1,1,1.0,1.0,0.0,45.86705705086979,34.29080199210353,0.9161157853915967,33079.5,0.9871825479721865,0.031249999999999997
m7_v1_development_m7c3_seed710301,M7C3,710301,command_conditioned_risk_roi,severe,4,1,1,1.0,1.0,0.0,28.884581869778636,23.740185275143737,0.7287509533908,31407.75,0.998148795525329,0.031249999999999997
m7_v1_development_m7c3_seed710301,M7C3,710301,state_only_risk_roi,high,4,1,1,1.0,1.0,0.0,44.99470264916661,35.889625923148294,0.9350062050641333,33997.75,0.9749577012417194,0.026041666666666664
m7_v1_development_m7c3_seed710301,M7C3,710301,state_only_risk_roi,low,4,1,1,1.0,1.0,0.0,39.67134617579841,27.12037690106378,0.8018321920663476,31848.5,0.9837678383888305,0.026041666666666664
m7_v1_development_m7c3_seed710301,M7C3,710301,state_only_risk_roi,medium,4,1,1,1.0,1.0,0.0,45.86705705086979,34.28698474907622,0.9159210607300802,33059.25,0.9865782327135993,0.026041666666666664
m7_v1_development_m7c3_seed710301,M7C3,710301,state_only_risk_roi,severe,4,1,1,1.0,1.0,0.0,28.884581869778636,24.958916296382007,0.7342229412705389,31425.5,0.9987128964596708,0.026041666666666664
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_corridor_edges,high,4,1,1,1.0,1.0,0.8260869565217391,47.65318110614363,36.340028108765566,0.9379075982160242,34025.0,0.9757391528777495,0.375
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_corridor_edges,low,4,1,1,1.0,1.0,0.21739130434782608,40.06330090454736,27.66658433268331,0.8055537216359314,31857.25,0.984038117007475,0.22395833333333331
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_corridor_edges,medium,4,1,1,1.0,1.0,0.0,45.86705705086979,34.509093759536555,0.9172297091296308,33068.75,0.986861738637381,0.19791666666666666
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_corridor_edges,severe,4,1,1,1.0,1.0,0.2608695652173913,29.39130107213846,24.739388016994234,0.723494872835898,31415.75,0.9984030381999618,0.375
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_global_only,high,4,1,1,1.0,1.0,0.6086956521739131,47.539209973108896,36.35491886782003,0.9377736441274063,34025.25,0.9757463221588139,0.375
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_global_only,low,4,1,1,1.0,1.0,0.21739130434782608,40.06330090454736,27.686051327815193,0.8060463369601717,31857.25,0.984038117007475,0.234375
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_global_only,medium,4,1,1,1.0,1.0,0.0,45.86705705086979,34.52273770868905,0.9173725625374277,33069.0,0.9868691993195858,0.20833333333333334
m7_v1_development_m7c3_seed710301,M7C3,710301,v2_global_only,severe,4,1,1,1.0,1.0,0.2608695652173913,29.39130107213846,24.770475062659514,0.7250942184484646,31415.75,0.9984030381999618,0.3802083333333333
