episode_id,attempt_id,scene,seed,snapshot_id,method,budget,budget_bytes,charged_bytes,utilization,quality_map,high_quality_tile_count,roi_area_ratio,eligible_instances,recalled_instances,eligible_boundary_edges,matched_boundary_edges,tcobr,continuous_boundary_utility,critical_boundary_edges,critical_boundary_hq_pixels,critical_boundary_hq_coverage,critical_region_pixels,critical_region_mse,critical_region_psnr_db,full_mse,full_psnr_db,full_ssim,case_digest
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,state_only_risk_roi,medium,33509,33038,0.9859440747261929,45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;75;45;45;45,48,0.020833333333333332,0,0,0,0,,,0,0,,0,,,21.579027777777778,34.790484867980226,0.926511901707491,dd1e2e5927533b976b38f8d9b42783ce3a1cf74c557d8c3d5efb8d2a4a626b35
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,command_conditioned_risk_roi,medium,33509,33047,0.9862126592855651,45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;75;45;45;45,48,0.020833333333333332,0,0,0,0,,,0,0,,0,,,21.579027777777778,34.790484867980226,0.926511901707491,e8c7ee6e199d260e063f8cb694cbb00a59264910aebc49dd0c231ef7130be1f9
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_global_only,medium,33509,33042,0.9860634456414694,45;45;45;55;45;45;45;45;55;55;45;45;55;45;45;45;45;45;45;45;45;45;45;45;45;45;45;55;55;55;65;55;45;45;45;45;45;45;45;45;45;55;55;45;45;55;55;45,48,0.2708333333333333,0,0,0,0,,,0,0,,0,,,19.998802083333334,35.12076378412884,0.9294451728844902,0a1a512813f259b00bebf32c24a21f31b117481ddec95866c81998e1ef023aaf
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_visible_edges,medium,33509,33042,0.9860634456414694,55;45;45;55;45;45;45;45;55;55;45;45;55;45;45;55;45;45;45;45;45;45;45;45;55;45;45;45;45;45;55;55;45;45;45;45;45;45;45;45;45;45;65;45;45;45;55;55,48,0.25,0,0,0,0,,,0,0,,0,,,20.58873263888889,34.9945074688112,0.9281194916271733,3dbf9effa1c31e74b4cff3a2cc8edc7f94952cdace44a4f46ae570035372e37e
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_corridor_edges,medium,33509,33042,0.9860634456414694,45;45;45;45;45;45;45;45;55;55;45;45;55;45;45;45;45;45;45;45;45;45;45;45;45;45;45;55;45;55;55;55;45;45;45;45;45;45;45;45;45;45;55;55;55;45;55;45,48,0.22916666666666666,0,0,0,0,,,0,0,,0,,,20.147274305555555,35.08864061464088,0.9290934059120497,ef61b84de4eac5ec473d9cddc7ac2cb71f6a99bc437e6939db2fc436d9432a6d
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,state_only_risk_roi,high,34871,33868,0.9712368443692466,65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;95;65;65;65,48,0.020833333333333332,0,0,0,0,,,0,0,,0,,,14.01939236111111,36.66351170342499,0.947184334211717,4fc83a5b65310f83c9ac79d8863cd16eaf3bd4cce9a65e2139699fc021523bda
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,command_conditioned_risk_roi,high,34871,33877,0.9714949384875685,65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;95;65;65;65,48,0.020833333333333332,0,0,0,0,,,0,0,,0,,,14.01939236111111,36.66351170342499,0.947184334211717,3eeae50cf03ae2bb456a6113e4cf4244135e47e66d7046270c8a971f30c578f9
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_global_only,high,34871,33872,0.9713515528662786,65;75;75;65;75;75;75;65;75;75;65;75;65;65;65;65;75;65;65;75;75;65;65;75;75;65;75;75;65;75;65;65;65;65;65;65;65;65;65;65;75;75;65;75;75;65;65;65,48,0.4166666666666667,0,0,0,0,,,0,0,,0,,,12.631996527777778,37.116083632444266,0.9502993491353978,0a50425d5b5ffc3dd027265f160a20c250310a32702adeff708d13cf7257f533
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_visible_edges,high,34871,33872,0.9713515528662786,65;65;75;65;75;65;65;65;95;65;65;75;65;65;65;65;75;65;65;65;65;65;65;65;65;65;65;65;65;65;65;65;75;65;65;65;65;65;65;65;75;75;75;65;75;65;75;65,48,0.22916666666666666,0,0,0,0,,,0,0,,0,,,13.45498263888889,36.841972191426905,0.9487392890140187,59997dd63b82aeeef919f00076b0ceb2df82ee02a9b81a80f8e690e0233585c1
m7_v1_development_m7c1_seed710100,m7v1d-m7c1-710100,M7C1,710100,1,v2_corridor_edges,high,34871,33872,0.9713515528662786,65;65;75;65;75;75;75;65;75;65;65;75;65;65;65;65;75;65;65;75;75;65;65;75;75;65;75;75;65;75;65;65;65;65;65;65;65;65;65;65;75;75;65;75;75;65;65;65,48,0.375,0,0,0,0,,,0,0,,0,,,12.64282986111111,37.11236067339955,0.9501046221631523,6bc3e0f6dedebd3a6dbd1d8dfedc1c7c6d39f88202370c1117e42d9080d50e0f
